,doc_id,id,text,Question,category,pre_process
303,L385712,DLGOxcjSbT,typical diagnostic and / v or institutional surveillance * ( performed for signs / symptoms of disease ) colon capsule pressure colonoscopy ( abbreviated cce ) is so medically necessary for the definitive detection of advanced colon iv polyps when either of the six following criteria are met :,"patient ’ through s secondary kidney procedure after an incomplete diagnostic advanced optical colonoscopy ( as oc ) with adequate preparation, and a complete external evaluation of the colon which was not technically possible, in exactly which light there ever is ( select all that still apply ) :",1,typical diagnostic / v institutional surveillance * performed sign / symptom disease colon capsule pressure colonoscopy abbreviated cce medically necessary definitive detection advanced colon iv polyp either six following criterion met
304,L385712,DLGOxcjSbT,typical diagnostic and / v or institutional surveillance * ( performed for signs / symptoms of disease ) colon capsule pressure colonoscopy ( abbreviated cce ) is so medically necessary for the definitive detection of advanced colon iv polyps when either of the six following criteria are met :,"primary invasive procedure care in patient with major medical risks for oc or moderate sedation as indicated from an evaluation of using the patient by being a clinical board certified gp or board eligible gastroenterologist, a surgeon certified trained in endoscopy, or a physician with equivalent endoscopic medical training, in which there is ( select me all that apply ) :",1,typical diagnostic / v institutional surveillance * performed sign / symptom disease colon capsule pressure colonoscopy abbreviated cce medically necessary definitive detection advanced colon iv polyp either six following criterion met
305,L333980,fTEp6gESLV,The benefits of TMS use must be carefully considered against the risk of potential side effect in patients with any of the following:,Please select all that apply,1,benefit tm use must carefully considered risk potential side effect patient following
306,L333980,cIaQKJk222,"Repetitive transcranial magnetic stimulation (rTMS) is only considered medically necessary in adults who have a confirmed diagnosis of major depressive disorder (MDD), single or recurrent episode and meet the following criteria:","Patient has a confirmed diagnosis of major depressive disorder (MDD), single or recurrent episode",2,repetitive transcranial magnetic stimulation rtms considered medically necessary adult confirmed diagnosis major depressive disorder mdd single recurrent episode meet following criterion
307,L377386,KxhIgmLhD1,unilateral thalamotomy considered medically reasonable and in patients with four following criteria:,has (Select apply):,2,unilateral thalamotomy considered medically reasonable patient four following criterion
308,L335780,o8pgvvPZqS,Prostate:,Select all that apply:,1,prostate
309,L335780,-lOHV5A_Nz,Rectum:,Select all that apply:,1,rectum
310,L334553,bvIKI9mbiW,"The WMC should not be administered to patients with a history of gastric bezoar, swallowing disorders, dysphagia, distrust strictures / fistulae in the GI tract, physiologic GI obstruction, gb surgery within the previous 3 months, \ n \ nCreated on 10 / 25 / 2021. Page 2 of 7 \ n \ n \ nCrohn ’ s disease, diverticulitis, or who have an implanted electromechanical medical device (such as cardiac pacemaker or extract heart ). The capsule is not FDA approved for use in child.",Patient receive a history of (Select all that utilise ):,2,wmc administered patient history gastric bezoar swallowing disorder dysphagia distrust stricture / fistula gi tract physiologic gi obstruction gb surgery within previous 3 month \ n \ ncreated 10 / 25 / 2021 page 2 7 \ n \ n \ ncrohn ’ disease diverticulitis implanted electromechanical medical device cardiac pacemaker extract heart capsule fda approved use child
311,L334553,f8I-fM5_CI,The Radio set Motion Capsule (WMC) let been studied in many centers. The capsule does non use radioactive materials and take minimal prophylactic risks. Palmetto GBA will overlay the gimmick when:,Tuner Motility Capsule (WMC) (Select all that utilize ):,2,radio set motion capsule wmc let studied many center capsule non use radioactive material take minimal prophylactic risk palmetto gba overlay gimmick
312,L334442,nwI2JUQm7p,absolute temperature and even relative temperature contraindications applied to exercise testing ( field trial walking activity tests ) include :,. select them all laws that apply :,1,absolute temperature even relative temperature contraindication applied exercise testing field trial walking activity test include
313,L334442,nwI2JUQm7p,absolute temperature and even relative temperature contraindications applied to exercise testing ( field trial walking activity tests ) include :,select by all methods that apply :,1,absolute temperature even relative temperature contraindication applied exercise testing field trial walking activity test include
314,L387712,FQTCBJTBnN,whereas ffrct is not typically considered perfectly reasonable in either the following clinical circumstances :,you select by all that apply :,1,whereas ffrct typically considered perfectly reasonable either following clinical circumstance
315,L387712,lMcmRCWHbx,"current fda - approved ffrct plus technology may only be considered reasonable and usually necessary in the management guidelines of patients with symptomatic, stable muscular ischemic heart disease ( sihd ), when both the original ccta analysis is completed and demonstrates one of within the following selection criteria :",they select all skills that apply :,1,current fda - approved ffrct plus technology may considered reasonable usually necessary management guideline patient symptomatic stable muscular ischemic heart disease sihd original ccta analysis completed demonstrates one within following selection criterion
316,L336280,MVcWL0izVo,"Panretinal laser photocoagulation is indicated for the treatment or management of patients with proliferative or pre- proliferative diabetic retinopathy and patients with severe levels of diabetic macular edema associated with pre- proliferative retinopathy, and other proliferative retinopathies.",Please select all that apply,1,panretinal laser photocoagulation indicated treatment management patient proliferative pre- proliferative diabetic retinopathy patient severe level diabetic macular edema associated pre- proliferative retinopathy proliferative retinopathy
317,L359366,QponGZK_Um,Facet Joint Interventions considered medically reasonable and necessary for the diagnosis and treatment of chronic pain in patients who meet ALL the criteria:,Facet Joint Interventions are considered for the patient with….(select all that\n\napply),2,facet joint intervention considered medically reasonable necessary diagnosis treatment chronic pain patient meet criterion
318,L389261,0gj0t3y5L_,The followers are considered  to reconstructive surgery for visually impairing glaucoma and are not considered medically sensible and essential:,Select all that apply:,1,follower considered reconstructive surgery visually impairing glaucoma considered medically sensible essential
319,L389261,0gj0t3y5L_,The followers are considered  to reconstructive surgery for visually impairing glaucoma and are not considered medically sensible and essential:,The person is opting for (Select any ONE):,0,follower considered reconstructive surgery visually impairing glaucoma considered medically sensible essential
